text,class
"Saas-Fee lit am Füass vam Doms. Vannr Ggmeindsflechi sint 5,7 % landwirtschaftlechi Flechi, 9,5 % Wald, 1,3 % Sidligsflechi und 83,6 % süschtigi Flechi.
",als
"Die meeste van The Cure se materiaal word begin deur Smith en Gallup wat die tromdele en baslyne skryf. Beide neem demos aan huis op en bring dit dan na die ateljee om fynverstel te word.
",afr
"In die spermatosoa (ook bekend as sperm/spermselle) van baie diere, is die akrosoom die organel wat ontwikkel oor die voorste helfte van die sperm se kop. Dit is n dop-agtige struktuur wat ontwikkel van die Golgi-apparaat. Akrosoomvorming is afgehandel gedurende ontwikkeling in die testes. In soogdiere in die infraklas Eutheria, bevat die akrosoom sekere verterings ensieme (insluitende hialuronidase en akrosien). Hierdie ensieme word vrygestel wanneer die sperm in die omgewing van die eiersel kom, en breek die buitenste membraan van die ovum, genaamd die zona pellucida af, wat die haploïede selkern in die sperm toelaat om saam te smelt met die haploïede kern van die ovum.
",afr
"Die NG gemeente Brixton was 'n gemeente van die Nederduitse Gereformeerde Kerk in die westelike voorstad van Johannesburg met dieselfde naam wat in 1993 saam met die NG gemeente Johannesburg-Wes ingelyf is by die nuwe NG gemeente Vergesig. Brixton se kerkgebou het toe die middelpunt van die saamgestelde gemeente geword, waarby sedertdien nog twee gemeentes, NG gemeente Langlaagte (met daarby ingelyf NG gemeente Fordsburg, waarby NG gemeente Mayfair ingelyf is) en NG gemeente Crosby-Wes ingelyf is. Die sewende van die eertydse gemeentes wat in 2010 gesentreer het om die Brixtonse kerkgebou, is NG gemeente Cottesloe, wat reeds omstreeks 1985 deel van Brixton se gemeente geword het. Omstreeks 2014 het Vergesig se naam Brixton Kerk geword.
",afr
"Die Fahrzeuge hatten eine gewisse Ähnlichkeit mit Cyclecars. Dies bezog sich insbesondere auf die geringe Spurweite von 96,5 cm und die beiden hintereinander angeordneten Sitze. Das Fahrgestell hatte 254 cm Radstand. Trotz der Schmalspur hatte die Hinterachse ein Differenzial.
",deu
"Dr Verband isch aine vù zwelf Regionalverbänd z Baade-Wiirdebäärg, ain vù dr fimf Ruumornigsverbänd z Hesse ùn ain vù dr fimf Ruumornigsverbänd z Ryyland-Pfalz. D Gschäfdsschdel vùm Regionalverband isch z Manne.
",als
"1852: Thueyts debe haber sido muy sucio, porque el alcalde pide al pueblo eliminar las piedras, estiércol, madera, basura de las calles y plazas, que está causando una molestia al tráfico y podría causar problemas de salubridad. La ciudad contrató la primera presentación pública de limpieza.
",spa
"849 kriagt dr Walahfrid vom Ludwig dem Deitschen da Ufftrag, a Botschaft zom Karl dem Kahlen zo brenga, wo sich uff dr Seit weschtlich vom Rhei uffhelt. Sei Ziil erreicht’r abr et, weil’r beim Ibrquera vo dr Loire zviil Wasser vorschluckt ond so sei Leaba vorliirt.
",als
"Dieser Artikel gibt einen Überblick über die hauptsächlichen Bereiche der Grammatik – vor allem Wortarten, Wortbildung, Wortformen und Satzbau – der hochdeutschen Standardsprache (im Unterschied zu den Dialekten des Deutschen).
",deu
"En el Mundial de Atenas 1997 ganó la medalla de plata en triple salto, llegando hasta los 15.16 metros que fue récord nacional de Rumania, siendo superada por la checa Šárka Kašpárková (oro con 15.20 m que fue récord nacional de la República Checa) y por delante de la ucraniana Olena Hovorova (bronce con 14.67 m que fue su mejor marca personal).
",spa
"En un congreso en Bagé, propuso una reforma constitucional y la adopción del parlamentarismo. No era su intención levantarse en armas y luchó para que no hubiese conflicto, pero fue derrotado por el inicio de la revolución Federalista, que duró de 1893 a 1895.
",spa
"D'Bürgergmein het ä Weid, uf dereä jedä Summer öpä 60 Rindli düiä sömmerä. Als zweuti Gmein im Kanton Baselland hett dr Tschoppehof ä Scnitzelheizig bout. (Wärmeverbund für d'Gmein und Privati)
",als
"Nebed de Priis, wo vom Nobel gschtiftet worde si, wird siit 1969 au dr Priis vo dr schwedische Riichsbank für Wirschaftswüsseschafte in Gedenke an Alfred Nobel verliehe. D Priisträger werded ebefalls vo dr Königlich-Schwedische Akademie vo de Wüsseschafte beschtimmt.
",als
"Erste Erfolge feierte Paumgarten 1921, als er die deutschen Hochschulmeisterschaften gewann. 1925 wurde er bei den von Deutschland und Österreich gemeinsam veranstalteten Skimeisterschaften in Kitzbühel bester Sportler des ÖSV. Daraufhin konnte er an der Weltmeisterschaft in Johannisbad teilnehmen und kam dabei auf den 32. Rang im Springen. 1926 siegte er in einem Langlaufbewerb in Semmering. 1928 gewann er das Dreiländertreffen in Bad Mitterndorf ebenso wie das Springen bei den Niederösterreichischen Meisterschaften in Mariazell. Bei den Olympischen Winterspielen 1928 im Schweizer St. Moritz war er im ÖSV-Aufgebot, erlitt jedoch bei einem Trainingssprung einen Oberschenkelbruch. In den nächsten Jahren erzielte er noch mehrere gute Resultate, zog sich aber langsam von den Wettkämpfen zurück und beendete seine Ausbildung zum Zahnarzt.
",deu
"Vo 1958 bis 1976 isch d'Tina Turner mit ihrem damalige Ehemaa, em Ike Turner i de USA erfolgrich gsi, wül er sini Frau aber immer wider misshandlet hed, hed si sich lo scheide und d'Band hed sich ufglöst.
",als
"María Jesús GARCÍA GARROSA (1990): La retórica de las lágrimas. La comedia sentimental española (1751-1802). Valladolid: Universidad de Valladolid, 1990.
",spa
"D Relatiwidäätstheorii wird nit erst bi seer hooche Gschwindigkäite relevant. D Lorentzchraft isch e Bischbil drfür, dass es scho bi seer chliine Gschwindigkäite Effekt cha gee, wo grundlegend andersch si, as mä vo dr klassische Füsik us wurd erwarte.
",als
"Um sich vom Kleinstwagen Goggomobil zu lösen, erhielten die technisch unveränderten Wagen im November 1959 die Namen Isar T 600 bzw. Isar T 700. Gleichzeitig erschienen auch dreitürige Kombivarianten, die sich Isar K 600 und Isar K 700 nannten.
",deu
"Zwischen Chuncheon und der Hauptstadt Seoul verläuft der Gyeongchun-Expressway. Durch diese Autobahn sind beide Städte mit nur wenig mehr als einer Stunde Autofahrt verbunden, gerechnet ab Stadtgrenze Seoul.
",deu
"D'Federbach isch en Unikum. Sie macht ebbes wo kei andere Fluss macht. Er fließt zwar parallel zum Rhein aber nit von Süd nach Nord, sondern zwische Malsch und Muggesturm genau umgekehrt, nämli vo Nord nach Süd. Bis er widder en Boge macht un bi Knielinge in d'Alb fließt.
",als
"In den Jahren 2011 und 2012 wurden die Loks V 122, V 119 und V 118 verkauft. Dafür wurden zwei neue Streckendieselloks Voith Gravita 15L BB bestellt. Sie wurden als V 180 und V 181 im Januar und April 2013 ausgeliefert. Ebenfalls Ende 2012 wurden die verbliebenen MAN-Schienenbusse VT 5, VT 8, VT 9 und VS 14 an die Schwäbische Albbahn in Münsingen verkauft. 2015 wurden VT 44 und 45 an die SWEG ins Achertal abgegeben. Die Fahrzeuge wurden in das neue BaWü-Design umlackiert, innen modernisiert und als VT 533 und 534 in den Fahrzeugbestand der SWEG übernommen. Die Fahrzeuge bestreiten den Zugverkehr im Achertal auf der Achertalbahn (KBS 717).
",deu
"In den Niederlanden wird zwischen dem Goudse boerenkaas (Gouda Bauernkäse), der traditionell auf verschiedenen Bauernhöfen hergestellt wird, und dem industriell hergestellten Goudse kaas unterschieden. Auch in Deutschland wird Gouda industriell produziert.
",deu
"De Eurypon isch de Soo vom Soos und de Vatter vom Prytanis. Noch em isch sis Gschlecht noi Eurypontide statt Proklide gnennt wore. Er hett mit Arkadie Chrieg gfüert.
",als
"Scho ei Tag noch dum Siig im Final isch am 11. Jänner 2008 ihrusch Finallied ""My Man Is A Mean Man"" als Singl veröffentlicht wordu. Ihrusch erscht Album chunnt am 7. März 2008 üsa.
",als
"El matrimonio infantil, en particular los de menores de 12 años, no prepara ni proporciona al individuo mucha oportunidad de hacer una elección informada y libre sobre el matrimonio. Estos matrimonios infantiles son de forma implícita matrimonios arreglados.[48]​ En las zonas rurales del África subsahariana, Asia meridional y América Latina, la pobreza y la falta de opciones, tales como ser capaz de asistir a la escuela dejan pocas alternativas a los niños aparte de matrimonios arreglados.[41]​
",spa
"Die orde sluit beide vars- en seewater visse in. Die vis het 'n tipiese dorsale vin en stertvinne wat gespleed is. Daar is ongeveer 7000 verskillende spesies van verskillende vorms en groottes wat in alle akwatiese omgewings aangetref word.
",afr
"1746 isch er zum zwäite Mol uf Rom, het zum Katholizismus konvertiert und d Römere Margherita Guazzi ghürootet. 1749 isch er uf Dresde zrugg und isch 1751 zum säggsische Oberhoofmooler ernennt worde. 1755 isch dr Johann Joachim Winckelmann si Fründ worde. Er isch z Rom und 1759 z Neapel, won er die königligi Familie gmoolt het. Wo dr Karl IV. vo Neapel uf Madrid gangen isch as spanische Köönig, isch dr Mengs uf Rom zrugg. Er het in der Villa Albani s Fresko Der Parnass gmoolt, wo as Schlüsselwärk vom dütsche Klassizismus gältet. 1761 isch er wider uf Madrid won er zämme mit em Giovanni Battista Tiepolo am kööniglichi Balast gschafft het. Im Oktober 1766 häi sich dr Mengs und dr Winckelmann verstritte, und vo denn aa käi Kontakt me ghaa.
",als
"Después del ingreso del 3 de noviembre de 1964 al Presidente de Chile, las relaciones se restablecieron el 24 de noviembre de 1964, Y no fue hasta 1967 que los tratados bilaterales fueron firmados por los dos estados.[1]​[4]​ La victoria de Salvador Allende en las elecciones presidenciales chilenas de 1970 dio a la Unión Soviética la oportunidad de estrechar lazos con Chile. La victoria del partido político de Allende, de la coalición de Socialistas Socialistas, comunistas y de diversos partidos de izquierda, demostró que tal vez el gobierno de Chile era Ideológicamente y políticamente más cerca de la Unión Soviética que cualquier otro país sudamericano. Sin embargo, la Unión Soviética vaciló en asumir la carga para garantizar el éxito del experimento chileno. Económicamente, la ayuda soviética llegó en forma de créditos a largo plazo, que representaban menos de 350 millones de dólares, con una cantidad limitada de ayuda en forma de moneda fuerte. El gobierno de Allende necesitaba más ayuda financiera, no proyectos conjuntos en pesca y vivienda, para resolver problemas de balanza de pagos. Aunque el comercio bilateral entre los dos países se expandió y diversificó, todavía era mucho más bajo que los niveles de comercio entre la Unión Soviética y otros países sudamericanos. Por último, la Unión Soviética ofreció algunas formas de asistencia técnica para la construcción de fábricas, la producción de petróleo y para operar la nacionalización chilena del cobre, minas de cobre nacionalizadas. Los limitados niveles de asistencia económica de la Unión Soviética en Chile muestran la clara vacilación soviética hacia incurrir en enormes cargas económicas.[3]​ Los soviéticos ya habían visto los inmensos costos asociados con el apoyo a un gobierno comunista en el hemisferio occidental después de su apoyo a Fidel Castro y su gobierno en Cuba después de 1959. A comienzos de los años setenta, la Unión Soviética había comenzado a practicar una distensión con Estados Unidos y un mayor apoyo al gobierno de Allende podría poner en peligro la frágil relación entre Estados Unidos y la Unión Soviética. La Unión Soviética estaba cada vez más reacia a permitir que el proceso revolucionario chileno destruyera su nueva distensión con los Estados Unidos.[5]​ La Unión Soviética también se ocupó de problemas económicos propios que disuadieron aún más el aumento de la asistencia económica a Chile. A partir de mayo de 1972, los líderes de la URSS empezaron a ver a Chile como un ejemplo de lo que podía salir mal en un proceso revolucionario, en lugar de una buena inversión en la batalla global contra el capitalismo cuando el gobierno de Allende perdió apoyo popular y la economía chilena permaneció en un parada.[6]​ Del mismo modo, la Unión Soviética practicaba el pragmatismo en sus relaciones políticas con Chile. A lo sumo, la Unión Soviética sólo demostró apoyo moral y propagandístico a Chile en lugar de una política más tangible.[3]​
",spa
"Nach der Volksschule besuchte Günter Friedrich die Oberschule und schloss mit dem Abitur ab. Danach absolvierte er von 1948 bis 1950 eine Lehre im Maurerhandwerk, anschließend ein berufspädagogisches Studium an der Universität Hamburg. Er legte 1953 sein Erstes und 1955 das Zweite Examen für das Lehramt an Berufsschulen ab. Von 1953 bis 1971 war er im Schuldienst des Landes Schleswig-Holstein tätig. Friedrich war seit 1959 Reservist der Bundeswehr und wurde bis 1973 bis zum Oberstleutnant der Reserve befördert.
",deu
"La historia se centra en Marty, un niño que excava piezas antiguasde robot para luego venderlas. Un día, el descubrió el Puño de Eon, que luego de cobrar vida, se inserta en el brazo de Marty, dándole al mismo tiempo, asombrosas habilidades de lucha, que le harían saber, que él, es el último superviviente y heredero de la familia Eon.
",spa
"Una secuela del manga, adaptando el arco restart, empezó a ser serializada en la edición de junio de 2016 de Monthly Comp Ace siendo ilustrada por Senbei Nori.[20]​
",spa
"Rättvik ist ein Fremdenverkehrsort. Die Kirche von Rättvik stammt aus dem 13. Jahrhundert, wurde aber im 18. Jahrhundert umgebaut. Bei der Kirche befinden sich etwa 100 Kirchenhütten und -ställe, teilweise aus dem 17. Jahrhundert. Auch heute noch rudert man im Sommer in traditionellen Kirchenbooten zur Sonntagsmesse.
",deu
"'n Goeie wetenskaplike eksperiment moet aan 'n aantal reëls voldoen. Daar moet so min moontlik vryheid wees in die interpretasie van die resultate: vryheid kan lei tot 'n sien wat ek wil sien. Bowendien word 'n goeie eksperiment so opgestel dat ander moontlike invloede uitgesluit word. Byvoorbeeld tydens die toets van die werking van 'n nuwe medisyne moet die placebo-effek van die aandag wat die pasiënt by die dokter kry, uitgesluit word.
",afr
"Die buitelandse resepsie van Mickiewicz se werke – veral dié gedurende sy leeftyd – speel 'n beduidende rol by letterkundige navorsing oor die digter se betekenis vir die Europese literatuur. Vroeë Duitse resensies uit die jare 1828 en 1829 – soos die Blätter für literarische Unterhaltung wat deur Brockhaus uitgegee is – verwys reeds na Mickiewicz se rigtingwysende digkuns en sy ""buitengewone talent"".
",afr
"Ursprünglich gehörte die Gegend um Kühberg und die Vorwerke an der Nordseite des Bärensteins zur Amtsseite von Königswalde. Den im Jahr 1525 erstmals urkundlich erwähnten Ort Bärenstein und das umliegende Gebiet erwarb der kursächsische Bergbeamte Hans Röhling im Jahr 1527 vom Kloster Grünhain als Erblehngut. Unter dem Kurfürsten Moritz von Sachsen (reg. 1547–1553) wurde das Röhlingsche Vorwerk vom Erbgut zum Mannlehngut erhoben. Gleichzeitig erhielt es auch niedere Gerichtsbarkeit. Damit wurden ihm die übrigen Ansiedler am Bärenstein zins- und fronpflichtig untertan und schieden aus der Zugehörigkeit zu Königswalde-Amtsseite aus. Kirchlich war das Gebiet um den Bärenstein zunächst in die katholische Kirche nach Schlettau gepfarrt. Nach dem Bau der Kirche in Königswalde-Ratsseite gehörten Bärenstein und Kühberg seit 1523 kirchlich zu Königswalde. Im Jahr 1529 erfolgte im Gebiet des Klosters Grünhain, das ernestinisch war, die Einführung der Reformation. Das albertinische Territorium östlich des Pöhlbachs blieb bis 1539 weiterhin katholisch. Die Kühberger auf der ernestinischen, evangelischen Seite des Pöhlbachs gingen somit in die albertinische, katholische Seite von Königswalde in den Gottesdienst. Der albertinische Herzog Georg von Sachsen schloss im Jahr 1530 die Königswalder Kirche, da er die neue Lehre auf seinem Territorium verbot. Die Kirche wurde erst nach seinem Tod im Jahr 1539 wieder geöffnet. Die Einwohner des unteren Ortsteils von Kühberg gingen später nach Königswalde, die des oberen Ortsteils nach Cranzahl in den Gottesdienst. Erst seit der Einweihung der Bärensteiner Erlöserkirche im Jahr 1655 war Kühberg nach Bärenstein gepfarrt.
",deu
